ID|Kraj|Kod|Miasto|Ulica|NrDomu|NrLokalu|Wojewodztwo|Powiat|Gmina
A1404082|PL|50-351|Wrocław|ul. Mikołaja Sępa Szarzyńskiego[Sępa-Szarzyńskiego]|29||DOLNOŚLĄSKIE[]|Wrocław[]|Wrocław[]
A1404611|PL|43-100|Tychy|ul. Hanny i Kazimierza Wejchertów[H.K.Wejchertów]|19||ŚLĄSKIE[]|Tychy[]|Tychy[]
A1404691|PL|31-514|Kraków|al. płk Władysława  Beliny Prażmowskiego[al.B.Prażmowskiego]|60||MAŁOPOLSKIE|Kraków|Kraków
A1405318|PL|38-400|Krosno|ul. Stefana  Batorego[S.Batorego]|27|18|PODKARPACKIE|Krosno|Krosno
A1405728|PL|44-251|Rybnik|ul. Stanisława  Małachowskiego[St.Małachowskiego]|107||ŚLĄSKIE[]|Rybnik[]|Rybnik[]
A1406574|PL|33-113|Zbylitowska Góra|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Wyszyńskiego]|10||MAŁOPOLSKIE|tarnowski|Tarnów
A1406637|PL|31-060|Kraków|ul. św. Wawrzyńca[Wawrzyńca]|18|21|MAŁOPOLSKIE|Kraków|Kraków
A1408303|PL|44-100|Gliwice|ul. księcia Ziemowita[ziemowita]|6|3|ŚLĄSKIE[]|Gliwice[]|Gliwice[]
A1409574|PL|71-717|Szczecin|ul. księcia Ziemowita[ul.Ziemowita]|10||ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1413080|PL|42-520|Dąbrowa Górnicza|ul. Władysława  Broniewskiego[Wł.Broniewskiego]|13||ŚLĄSKIE[]|Dąbrowa Górnicza[]|Dąbrowa Górnicza[]
A1413258|PL|37-710|Żurawica|ul. gen. Stanisława  Maczka[Gen.St.Maczka]|2|38|PODKARPACKIE[]|przemyski[]|Żurawica[]
A1413425|PL|39-400|Tarnobrzeg|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|14|12|PODKARPACKIE[]|Tarnobrzeg[]|Tarnobrzeg[]
A1413591|PL|30-864|Kraków|ul. ks. prał. Mariana  Łaczka[Ks.Łaczka]|2||MAŁOPOLSKIE|Kraków|Kraków
A1413611|PL|32-800|Brzesko|os. króla Władysława II Jagiełły[Os. Wł.Jagiełły]|4|2|MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1413690|PL|32-064|Rudawa|ul. Stanisława  Polaczka[St. Polaczka]|1||MAŁOPOLSKIE[]|krakowski[]|Zabierzów[]
A1413747|PL|87-100|Toruń|ul. Stefana  Jaracza[S. Jaracza]|5||KUJAWSKO-POMORSKIE[]|Toruń[]|Toruń[]
A1414009|PL|42-436|Pilica|ul. królowej Elżbiety  Jagiełłowej[Królowej Elżbiety]|10||ŚLĄSKIE[]|zawierciański[]|Pilica[]
A1414809|PL|28-230|Połaniec|ul. królowej Jadwigi[ul. Jadwigi]|10|10|ŚWIĘTOKRZYSKIE|staszowski|Połaniec
A1414943|PL|31-543|Kraków|ul. płk Francesca  Nulla[Ul. Fr. Nullo]|13|105|MAŁOPOLSKIE|Kraków|Kraków
A1415056|PL|35-119|Rzeszów|ul. Wiktora  Zbyszewskiego[Ul. Wiktora]|27||PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1415470|PL|32-800|Brzesko|os. króla Władysława II Jagiełły[Os. Wł. Jagiełły]|6|45|MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1415604|PL|34-300|Żywiec|ul. ks. prał. Stanisława  Słonki[Ul.Ks. Słonki]|9|3|ŚLĄSKIE[]|żywiecki[]|Żywiec[]
A1415619|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Ul. Kardynała Wyszyńskiego]|11|57|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1415632|PL|32-600|Oświęcim|ul. Stanisława  Pilata[Ul.St.Pilata]|18|14|MAŁOPOLSKIE[]|oświęcimski[]|Oświęcim[]
A1415943|PL|37-700|Przemyśl|wyb. św. papieża Jana Pawła II[Wybrzeże Ojca Świętego Jana Pawła II]|76|29|PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1416089|PL|37-564[37-560]|Jodłówka||380B||PODKARPACKIE[]|jarosławski[]|Pruchnik[]
A1416104|PL|59-800|Lubań|ul. Władysława  Warneńczyka[Ul. Wł. Warneńczyka]|4||DOLNOŚLĄSKIE[]|lubański[]|Lubań[]
A1416207|PL|38-340|Biecz|ul. Marii  Skłodowskiej Curie[ul. M.C. Skłodowskiej]|7|1|MAŁOPOLSKIE[]|gorlicki[]|Biecz[]
A1416575|PL|43-100|Tychy|ul. Krzyżowskich   Rodzeństwa[ul.Rodzeństwa Krzyżowskich]|62|24|ŚLĄSKIE[]|Tychy[]|Tychy[]
A1416682|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul. Kard. Wyszyńskiego]|7|36|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1416753|PL|37-100|Łańcut|os. gen. Stanisława  Maczka[Os. Gen. St. Maczka]|14|20|PODKARPACKIE[]|łańcucki[]|Łańcut[]
A1417032|PL|32-064|Rudawa|ul. św. Maksymiliana Marii Kolbego[Ul. O. M. Kolbego]|3||MAŁOPOLSKIE[]|krakowski[]|Zabierzów[]
A1417167|PL|25-369[25-396]|Kielce|ul. ks. kap. hm. Ignacego Jana Skorupki[Ul. Ks. Skorupki]|2|16|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1417308|PL|38-211[38-200]|Jabłonica||102||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1417376|PL|25-139|Kielce|ul. hetm. Jana Karola Chodkiewicza[K. Chodkiewicza]|133||ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1417610|PL|37-710|Żurawica|ul. gen. Stanisława  Maczka[Gen. St. Maczka]|4|15|PODKARPACKIE[]|przemyski[]|Żurawica[]
A1417635|PL|30-898|Kraków|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ul. Ks. J. Popiełuszki]|27 B||MAŁOPOLSKIE|Kraków|Kraków
A1417968|PL|38-400|Krosno|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Ul.Kard.S.Wyszyńskiego]|66A||PODKARPACKIE[]|Krosno[]|Krosno[]
A1418088|PL|62-650|Kłodawa|ul. gen. Jana Henryka Dąbrowskiego[Ul. H. Dąbrowskiego]|6|1|WIELKOPOLSKIE[]|kolski[]|Kłodawa[]
A1418213|PL|41-943|Piekary Śląskie|ul. św. papieża Jana Pawła II[Ul. Papieża Jana Pawła Ii]|73||ŚLĄSKIE[]|Piekary Śląskie[]|Piekary Śląskie[]
A1418443|PL|30-010|Kraków|ul. Antoniego  Augustynka Wichury[Augustynka-Wichury]|14|8|MAŁOPOLSKIE|Kraków|Kraków
A1419144|PL|35-111|Rzeszów|ul. Stanisława  Wyspiańskiego[St.Wyspiańskiego]|37|62|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1419464|PL|32-660|Chełmek|ul. gen. Władysława  Andersa[GEN.WŁ.ANDERSA]|5|13|MAŁOPOLSKIE[]|oświęcimski[]|Chełmek[]
A1419595|PL|41-407|Imielin|ul. św. br. Alberta[Brata Alberta]|57||ŚLĄSKIE[]|bieruńsko-lędziński[]|Imielin[]
A1419771|PL|35-513[35-508]|Rzeszów[RZESZOW]|ul. mjr Władysława  Raginisa[KAPITANA RAGINISA]|10|39|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1419813|PL|32-112[32-100]|Szczytniki||36||MAŁOPOLSKIE[]|proszowicki[]|Proszowice[]
A1419948|PL|38-400|Krosno|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J. Popiełuszki]|93|14|PODKARPACKIE[]|Krosno[]|Krosno[]
A1419971|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[Oś. Wł. Łokietka]|8|6|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1421049|PL|32-043|Skała|ul. ks. Stanisława  Połetka[ks.St. Połetka]|30||MAŁOPOLSKIE[]|krakowski[]|Skała[]
A1421051|PL|41-407|Imielin|ul. św. br. Alberta[Brata Alberta]|57||ŚLĄSKIE[]|bieruńsko-lędziński[]|Imielin[]
A1421611|PL|71-541|Szczecin|ul. św. Cyryla  i Metodego[Cyryla i Metodego]|9||ZACHODNIOPOMORSKIE|Szczecin[]|Szczecin[]
A1421829|PL|41-219|Sosnowiec|ul. Romana  Dmowskiego[B.Dmowskiego]|54A|23|ŚLĄSKIE|Sosnowiec|Sosnowiec
A1422900|PL|31-580|Kraków|ul. Stanisławy  Wysockiej[St.Wysockiej]|2b|13|MAŁOPOLSKIE|Kraków|Kraków
A1423030|PL|09-452[09-454]|Chlebowo|[CHLEBOWO]|16||MAZOWIECKIE[]|płocki[]|Bulkowo[]
A1424512|PL|34-206[34-232]|Kuków||152||MAŁOPOLSKIE[]|suski[]|Stryszawa[]
A1425135|PL|39-100|Ropczyce|ul. św. Anny[ul. Anny]|7||PODKARPACKIE|ropczycko-sędziszowski|Ropczyce
A1426233|PL|30-433|Kraków|ul. Antoniego  Szyllinga[gen. Antoniego Szyllinga]|46||MAŁOPOLSKIE|Kraków|Kraków
A1427470|PL|05-119|Legionowo|ul. gen. Władysława  Sikorskiego[Gen.Wł.Sikorskiego]|5||MAZOWIECKIE|legionowski[]|Legionowo[]
A1428973|PL|31-651[]|Kraków|ul. Szymona  Marycjusza[ul.Sz.Marycjusza]|3||MAŁOPOLSKIE|Kraków|Kraków
A1429265|PL|28-210[28-213]|Jurkowice|[JURKOWICE]|3|3|ŚWIĘTOKRZYSKIE[]|staszowski[]|Bogoria[]
A1430173|PL|00-159|Warszawa|ul. gen. Władysława  Andersa[Gen.Wł.Andersa]|27|330|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1430923|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard. Wyszyńskiego]|17||MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1431146|PL|27-200|Starachowice|ul. marsz. Józefa  Piłsudskiego[M.Piłsudskiego]|114|16|ŚWIĘTOKRZYSKIE|starachowicki|Starachowice
A1431757|PL|31-435|Kraków|ul. Prandoty[J.Prandoty]|6||MAŁOPOLSKIE|Kraków|Kraków
A1433009|PL|28-100|Busko-Zdrój|ul. Feliksa  Rzewuskiego[Gen.F.Rzewuskiego]|8||ŚWIĘTOKRZYSKIE|buski[]|Busko-Zdrój[]
A1434107|PL|97-500|Radomsko|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[P.Wyszyńskiego]|3|3|ŁÓDZKIE[]|radomszczański[]|Radomsko[]
A1434371|PL|70-262|Szczecin|ul. bł. królowej Jadwigi[Krolowej Jadwigi]|21|9|ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1436522|PL|26-200[26-242]|Końskie|[Końskie]|102B|2|ŚWIĘTOKRZYSKIE[]|konecki[]|Końskie[]
A1436613|PL|42-226[42-200]|Częstochowa|ul. św. Kingi[Kingi]|72||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1436625|PL|43-354|Czaniec|ul. kard. Karola  Wojtyły[K.K.Wojtyły]|109||ŚLĄSKIE|bielski|Porąbka
A1436780|PL|35-328|Rzeszów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J.Popiełuszki]|6|21|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1436922|PL|35-119|Rzeszów|ul. Wiktora  Zbyszewskiego[Wiktora]|17||PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1436925|PL|39-127[39-128]|Klęczany||166||PODKARPACKIE[]|ropczycko-sędziszowski[]|Sędziszów Małopolski[]
A1437253|PL|39-400|Tarnobrzeg|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|20|8|PODKARPACKIE[]|Tarnobrzeg[]|Tarnobrzeg[]
A1437288|PL|42-700|Lubliniec|ul. św. Anny[ul. Anny]|31|4|ŚLĄSKIE|lubliniecki|Lubliniec
A1437443|PL|32-410[32-422]|Stadniki||65||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1437482|PL|37-564[37-560]|Jodłówka||317||PODKARPACKIE[]|jarosławski[]|Pruchnik[]
A1437569|PL|37-500|Jarosław|os. Waleriana  Kalinki[os. ks. Waleriana Kalinki]|1|24|PODKARPACKIE[]|jarosławski[]|Jarosław[]
A1437631|PL|43-100|Tychy|ul. Stanisława  Moniuszki[S. Moniuszki]|14|73|ŚLĄSKIE[]|Tychy[]|Tychy[]
A1437692|PL|32-340|Wolbrom|os. króla Władysława I Łokietka[os.Wł. Łokietka]|4|1|MAŁOPOLSKIE[]|olkuski[]|Wolbrom[]
A1437710|PL|32-064|Rudawa|ul. św. Maksymiliana Marii Kolbego[Ojca Maksymiliana Kolbego]|8||MAŁOPOLSKIE[]|krakowski[]|Zabierzów[]
A1438012|PL|35-328|Rzeszów|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J. Popiełuszki]|22|46|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1438023|PL|34-330[34-300]|Trzebinia||144||ŚLĄSKIE[]|żywiecki[]|Świnna[]
A1438141|PL|30-698|Lusina|ul. św. Floriana[Floriana]|47||MAŁOPOLSKIE|krakowski[KRAKÓW]|Mogilany[KRAKÓW]
A1438148|PL|32-050|Skawina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. J. Popiełuszki]|4|35|MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1438702|PL|31-999|Kraków|ul. Józefa  Sawy Calińskiego[Sawy-Calińskiego]|61||MAŁOPOLSKIE|Kraków|Kraków
A1438849|PL|32-860|Czchów|ul. ks. Stanisława  Bulandy[KS. ST. BULANDY]|33||MAŁOPOLSKIE[]|brzeski[]|Czchów[]
A1439135|PL|26-220|Stąporków|ul. Stanisława  Moniuszki[S. Moniuszki]|32||ŚWIĘTOKRZYSKIE[]|konecki[]|Stąporków[]
A1439480|PL|33-200|Dąbrowa Tarnowska|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. Jerzego Popiełuszki]|48||MAŁOPOLSKIE[]|dąbrowski[]|Dąbrowa Tarnowska[]
A1439757|PL|25-369[25-396]|Kielce|ul. ks. kap. hm. Ignacego Jana Skorupki[ks.Skorupki]|2|19|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1439837|PL|62-650|Kłodawa|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Stefana Wyszyńskiego]|64|42|WIELKOPOLSKIE[]|kolski[]|Kłodawa[]
A1439956|PL|66-425[66-446]|Kiełpin||11/B||LUBUSKIE[]|gorzowski[]|Deszczno[]
A1440282|PL|32-800|Brzesko|os. króla Władysława II Jagiełły[os. Wł. Jagiełły]|3|53|MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1440528|PL|38-340|Biecz|ul. Marii  Skłodowskiej Curie[M.C. Skłodowskiej]|7|1|MAŁOPOLSKIE[]|gorlicki[]|Biecz[]
A1441056|PL|31-711|Kraków|ul. Jasia Małgosi[Jasia i Małgosi]|10||MAŁOPOLSKIE|Kraków|Kraków
A1441557|PL|26-110|Skarżysko-Kamienna|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks.Popiełuszki]|13|47|ŚWIĘTOKRZYSKIE[]|skarżyski[]|Skarżysko-Kamienna[]
A1441618|PL|24-100[24-101]|Borowa|[BOROWA]|67||LUBELSKIE[]|puławski[]|Puławy[]
A1441866|PL|31-543|Kraków|ul. płk Francesca  Nulla[Fr. Nullo]|17|81|MAŁOPOLSKIE|Kraków|Kraków
A1442015|PL|28-200|Staszów|ul. ks. Hugona  Kołłątaja[Hugo Kołłątaja]|6|25|ŚWIĘTOKRZYSKIE[]|staszowski[]|Staszów[]
A1442080|PL|32-067|Tenczynek|ul. Stanisława  Pareńskiego[St.Pareńskiego]|21||MAŁOPOLSKIE[]|krakowski[]|Krzeszowice[]
A1442176|PL|32-800|Brzesko|os. króla Władysława II Jagiełły[os.Wł.Jagiełły]|8|33|MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1442309|PL|34-400|Nowy Targ|ul. gen. Stanisława  Maczka[Gen.St.Maczka]|5|1|MAŁOPOLSKIE[]|nowotarski[]|Nowy Targ[]
A1442317|PL|26-300|Opoczno|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Stefana Wyszyńskiego]|7|14|ŁÓDZKIE[]|opoczyński[]|Opoczno[]
A1442759|PL|41-407|Imielin|ul. św. br. Alberta[Brata Alberta]|11||ŚLĄSKIE[]|bieruńsko-lędziński[]|Imielin[]
A1442903|PL|38-400|Krosno|ul. Stefana  Kisielewskiego  Kisiela[St. Kisielewskiego]|16||PODKARPACKIE|Krosno|Krosno
A1442908|PL|44-300|Wodzisław Śląski|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Stefana Wyszyńskiego]|70||ŚLĄSKIE[]|wodzisławski[]|Wodzisław Śląski[]
A1442973|PL|39-100|Ropczyce|ul. Seweryna  Udzieli[S. Udzieli]|4|54|PODKARPACKIE[]|ropczycko-sędziszowski[]|Ropczyce[]
A1443274|PL|32-410[32-422]|Stadniki||128||MAŁOPOLSKIE|myślenicki|Dobczyce[MYŚLENICE]
A1443316|PL|30-147|Kraków|ul. płk Witolda  Pileckiego[Rotmistrza Pileckiego]|9||MAŁOPOLSKIE|Kraków|Kraków
A1443537|PL|43-100|Tychy|pl. św. Anny[pl. Anny]|5|7|ŚLĄSKIE|Tychy|Tychy
A1443575|PL|31-315|Kraków|ul. Eliasza  Radzikowskiego[W.E. Radzikowskiego]|25|31|MAŁOPOLSKIE|Kraków|Kraków
A1443600|PL|43-600|Jaworzno|ul. Stanisławy i Franciszka Mazur[S.F.Mazur]|4|9|ŚLĄSKIE[]|Jaworzno[]|Jaworzno[]
A1443788|PL|34-350[34-361]|Żabnica||20||ŚLĄSKIE|żywiecki[]|Węgierska Górka[]
A1444457|PL|37-310|Nowa Sarzyna|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks.J.Popiełuszki]|2||PODKARPACKIE[]|leżajski[]|Nowa Sarzyna[]
A1444589|PL|38-400[38-401]|Krosno|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Jerzego Popiełuszki]|86||PODKARPACKIE[]|Krosno[]|Krosno[]
A1444820|PL|38-130|Frysztak|pl. św. Floriana[FLORIANA]|11||PODKARPACKIE[]|strzyżowski[]|Frysztak[]
A1445540|PL|39-400|Tarnobrzeg|ul. Marii  Skłodowskiej Curie[ul. M.C.Skłodowskiej]|7||PODKARPACKIE|Tarnobrzeg|Tarnobrzeg
A1445983|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|26||MAŁOPOLSKIE|Kraków|Kraków
A1446272|PL|44-100|Gliwice|ul. księcia Ziemowita[Ziemowita]|11|12|ŚLĄSKIE|Gliwice|Gliwice
A1446837|PL|41-300|Dąbrowa Górnicza|ul. Poniatowskiego[ul. Józefa Poniatowskiego]|7|101|ŚLĄSKIE|Dąbrowa Górnicza|Dąbrowa Górnicza
A1448132|PL|02-781|Warszawa|ul. płk Witolda  Pileckiego[rtm.W.Pileckiego]|65||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1449448|PL|02-593|Warszawa|ul. Stanisława  Żaryna[S. Żaryna]|5|1|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1449809|PL|34-206[34-232]|Kuków||141||MAŁOPOLSKIE[]|suski[]|Stryszawa[]
A1450762|PL|26-001[]|Mąchocice Kapitulne|ul. Bohdana  Kosińskiego[ul.Bohdana]|20||ŚWIĘTOKRZYSKIE[]|kielecki[]|Masłów[]
A1451137|PL|31-419|Kraków|ul. Cogito[Pana Cogito]|5|31|MAŁOPOLSKIE|Kraków|Kraków
A1452272|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kard.Wyszyńskiego]|13|50|MAŁOPOLSKIE|chrzanowski|Chrzanów
A1455310|PL|02-796|Warszawa|ul. Stefana  Dembego[S.Dembego]|6|53|MAZOWIECKIE|Warszawa|Warszawa[URSYNÓW]
A1455636|PL|31-711|Kraków|ul. króla Władysława II Jagiełły[ul.Wł.Jagiełły]|20|1|MAŁOPOLSKIE|Kraków|Kraków
A1458497|PL|32-600|Oświęcim|ul. Stanisławy  Leszczyńskiej[St.Leszczyńskiej]|11||MAŁOPOLSKIE[]|oświęcimski[]|Oświęcim[]
A1458503|PL|10-693|Olsztyn|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Popiełuszki]|1|39|WARMIŃSKO-MAZURSKIE[]|Olsztyn[]|Olsztyn[]
A1458509|PL|41-905|Bytom|ul. św. Elżbiety[Elżbiety]|7||ŚLĄSKIE[]|Bytom[]|Bytom[]
A1460056|PL|31-230|Kraków|ul. prof. Stanisława  Pigonia[St.Pigonia]|3||MAŁOPOLSKIE|Kraków|Kraków
A1460581|PL|15-124|Białystok|ul. gen. Władysława  Andersa[Gen.Wł.Andersa]|15||PODLASKIE[]|Białystok[]|Białystok[]
A1460694|PL|18-400|Łomża|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Ks.K.Wyszyńskiego]|2|5|PODLASKIE[]|Łomża[]|Łomża[]
A1460702|PL|85-868|Bydgoszcz|ul. Adama  Grzymały Siedleckiego[G.Siedleckiego]|6|39|KUJAWSKO-POMORSKIE[]|Bydgoszcz[]|Bydgoszcz[]
A1461691|PL|37-450|Stalowa Wola|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J. Popiełuszki]|17a|42|PODKARPACKIE[]|stalowowolski[]|Stalowa Wola[]
A1461838|PL|38-300|Gorlice|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[S.Wyszyńskiego]|33|2|MAŁOPOLSKIE[]|gorlicki[]|Gorlice[]
A1462019|PL|35-068|Rzeszów|ul. Stanisława  Jabłońskiego[St. Jabłońskiego]|7|54|PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1462116|PL|62-510[62-502]|Konin|ul. króla Władysława II Jagiełły[Wł. Jagiełły]|14||WIELKOPOLSKIE[]|Konin[]|Konin[]
A1462373|PL|38-200|Jasło|ul. króla Władysława II Jagiełły[Wł.Jagiełły]|24||PODKARPACKIE[]|jasielski[]|Jasło[]
A1462664|PL|37-450|Stalowa Wola|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. J. Popiełuszki]|6|80|PODKARPACKIE[]|stalowowolski[]|Stalowa Wola[]
A1462700|PL|42-693|Krupski Młyn|ul. Grzegorzewskiej[M. Grzegorzewskiej]|3|4|ŚLĄSKIE[]|tarnogórski[]|Krupski Młyn[]
A1463871|PL|38-430|Miejsce Piastowe|ul. ks. Bronisława  Markiewicza[ks. Br. Markiewicza]|103||PODKARPACKIE[]|krośnieński[]|Miejsce Piastowe[]
A14643|PL|02-109|Warszawa|ul. księcia   Trojdena[Ks.Trojdena]|4||MAZOWIECKIE[ŁÓDZKIE]|Warszawa[]|Warszawa[]
A1464324|PL|32-626|Jawiszowice|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks. J. Popiełuszki]|51A||MAŁOPOLSKIE[]|oświęcimski[]|Brzeszcze[]
A1464329|PL|32-064|Rudawa|ul. św. Maksymiliana Marii Kolbego[O.M. Kolbego]|8||MAŁOPOLSKIE[]|krakowski[]|Zabierzów[]
A1465119|PL|41-300|Dąbrowa Górnicza|ul. Poniatowskiego[ul. Józefa Poniatowskiego]|7|111|ŚLĄSKIE|Dąbrowa Górnicza|Dąbrowa Górnicza
A1465463|PL|32-050|Skawina|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. J. Popiełuszki]|6|33|MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1465572|PL|34-424|Maruszyna|ul. św. Stanisława  Kostki[ul. Św. Stanisława]|K||MAŁOPOLSKIE[]|nowotarski[]|Szaflary[]
A1465619|PL|32-650|Kęty|os. bł. ks. kard. prym. Stefana  Wyszyńskiego[os. K. Wyszyńskiego]|15|17|MAŁOPOLSKIE[]|oświęcimski[]|Kęty[]
A1465686|PL|97-438|Rusiec|ul. Dąbrowskiego[J. Dąbrowskiego]|25||ŁÓDZKIE[]|bełchatowski[]|Rusiec[]
A1465724|PL|37-600|Lubaczów|ul. księcia Leszka  Białego[ul. Leszka Białego]|28||PODKARPACKIE|lubaczowski|Lubaczów
A1465905|PL|32-040|Świątniki Górne|ul. Franciszka  Bielowicza[Fr. Bielowicza]|58||MAŁOPOLSKIE[]|krakowski[]|Świątniki Górne[]
A1466024|PL|37-700|Przemyśl|ul. Stefana  Żeromskiego[St. Żeromskiego]|15||PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1466043|PL|43-600[43-609]|Jaworzno|al. marsz. Józefa  Piłsudskiego[M. Józefa Piłsudskiego]|36||ŚLĄSKIE[]|Jaworzno[]|Jaworzno[]
A1466127|PL|42-226[42-200]|Częstochowa|ul. św. Kingi[Kingi]|72||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1466412|PL|30-864|Kraków|ul. ks. prał. Mariana  Łaczka[Ks. M. Łaczka]|36||MAŁOPOLSKIE|Kraków|Kraków
A1466720|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Galla]|9|11|MAŁOPOLSKIE|Kraków|Kraków
A1466956|PL|34-730[34-734]|Olszówka||499||MAŁOPOLSKIE[]|limanowski[]|Mszana Dolna[]
A1467249|PL|38-400|Krosno|ul. Stefana  Żeromskiego[ST. ŻEROMSKIEGO]|50b||PODKARPACKIE[]|Krosno[]|Krosno[]
A1467552|PL|22-600|Tomaszów Lubelski|ul. Zenona  Jachymka  Wiktora["ul. Jachymka ""Wiktora"""]|46||LUBELSKIE|tomaszowski|Tomaszów Lubelski
A1467559|PL|36-110|Majdan Królewski|ul. ks. Stanisława  Stępnia[ks.St. Stępnia]|23||PODKARPACKIE[]|kolbuszowski[]|Majdan Królewski[]
A1467685|PL|33-210|Olesno|ul. króla Władysława II Jagiełły[Wł. Jagiełły]|24||MAŁOPOLSKIE[]|dąbrowski[]|Olesno[]
A1468472|PL|31-046|Kraków|ul. św. Gertrudy[Gertrudy]|5||MAŁOPOLSKIE|Kraków|Kraków
A1468664|PL|41-407|Imielin|ul. św. br. Alberta[Brata Alberta]|11|A|ŚLĄSKIE[]|bieruńsko-lędziński[]|Imielin[]
A1468962|PL|32-800|Brzesko|os. króla Władysława II Jagiełły[os. Wł. Jagiełły]|8|61|MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1469128|PL|91-348|Łódź|ul. św. Teresy     od Dzieciątka Jezus[ul. Teresy od Dzieciątka Jezus]|8||ŁÓDZKIE|Łódź|Łódź
A1470569|PL|59-700|Bolesławiec|ul. płk Stanisława  Dąbka[ST.DĄBKA]|2||DOLNOŚLĄSKIE[]|bolesławiecki[]|Bolesławiec[]
A1470724|PL|22-600[97-200]|Tomaszów Lubelski|ul. ks. kap. hm. Ignacego Jana Skorupki[ks.Skorupki]|6/8|38|LUBELSKIE[]|tomaszowski[]|Tomaszów Lubelski[]
A1471279|PL|44-217|Rybnik|ul. kard. Bolesława  Kominka[K.Kominka]|37a|37|ŚLĄSKIE[]|Rybnik[]|Rybnik[]
A1471677|PL|01-015|Warszawa|skw. bł. ks. kard. prym. Stefana  Wyszyńskiego[Skwer Kardynała Wyszyńskiego]|5||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
