ID|Komunikat|Kod_Źródło|Kod_Wynik|Miasto_Źródło|Miasto_Wynik|Ulica_Źródło|Ulica_Wynik|Budynek_Źródło|Budynek_Wynik|Lokal_Źródło|Lokal_Wynik|Wojewodztwo_Źródło|Wojewodztwo_Wynik|Powiat_Źródło|Powiat_Wynik|Gmina_Źródło|Gmina_Wynik
A1311232|Nazwa miejscowości jest wymagana|*30-838||*||*Heleny||*24||*41||*||*||*|
A1311233|Nazwa miejscowości jest wymagana|*21-200||*||*Nowa||*10||*||*||*||*|
A1311236|Nazwa miejscowości jest wymagana|*16-400||*||*Kasztanowa||*10a||*5||*PODLASKIE||*||*|
A1311237|Nazwa miejscowości jest wymagana|*28-230||*||*Kwiatowa||*15||*||*||*||*|
A1311238|Nazwa miejscowości jest wymagana|*26-600||*||*Paryska||*40||*1||*||*||*|
A1311239|Nazwa miejscowości jest wymagana|*31-408||*||*Żytnia||*17||*78||*||*||*|
A1311240|Nazwa miejscowości jest wymagana|*22-300||*||*Zawieprze||*80||*||*||*||*|
A1294498|Nazwa miejscowości jest wymagana|*28-100||*||*||*2||*||*ŚWIĘTOKRZYSKIE||*||*|
A1311241|Nazwa miejscowości jest wymagana|*30-190||*||*Mazowiecka||*44||*8||*||*||*|
A1311242|Nazwa miejscowości jest wymagana|*59-171||*||*||*12||*25||*DOLNOŚLĄSKIE||*||*|
A1311243|Nazwa miejscowości jest wymagana|*38-200||*||*Mackiewicz||*114||*67||*||*||*|
A1311244|Nazwa miejscowości jest wymagana|*25-437||*||*os. Na Stoku||*71||*12||*||*||*|
A1311245|Nazwa miejscowości jest wymagana|*34-100||*||*os. Pod Skarpą||*1||*30||*||*||*|
A1311246|Nazwa miejscowości jest wymagana|*30-533||*||*Rynek Podgórski||*3||*8||*||*||*|
A1311248|Nazwa miejscowości jest wymagana|*30-349||*||*lipińskiego||*8||*3||*||*||*|
A1311249|Nazwa miejscowości jest wymagana|*37-111||*||*||*||*||*||*||*|
A1311253|Nazwa miejscowości jest wymagana|*30-739||*||*Szparagowa||*21||*||*||*||*|
A1311254|Nazwa miejscowości jest wymagana|*30-695||*||*Rydygiera||*13||*29||*||*||*|
A1311805|Nazwa miejscowości jest wymagana|*32-606||*||*Szarych Szeregów||*6||*30||*||*||*|
A1311808|Nazwa miejscowości jest wymagana|*28-200||*||*Wschodnia||*3 a||*1||*||*||*|
A1311809|Nazwa miejscowości jest wymagana|*32-800||*||*||*||*||*||*||*|
A1311810|Nazwa miejscowości jest wymagana|*28-200||*||*Krakowska||*15||*||*||*||*|
A1311813|Nazwa miejscowości jest wymagana|*37-543||*||*||*142||*||*PODKARPACKIE||*||*|
A1311814|Nazwa miejscowości jest wymagana|*31-620||*||*os. Boh. Września||*2||*19||*||*||*|
A1311817|Nazwa miejscowości jest wymagana|*62-510||*||*Okólna||*33||*23||*WIELKOPOLSKIE||*||*|
A1311819|Nazwa miejscowości jest wymagana|*39-303||*||*Szafera||*16||*32||*||*||*|
A1311821|Nazwa miejscowości jest wymagana|*28-330||*||*Szkolna||*3||*||*ŚWIĘTOKRZYSKIE||*||*|
A1311823|Nazwa miejscowości jest wymagana|*31-868||*||*os. 2-Pułku Lotniczego||*41||*16||*||*||*|
A1311825|Nazwa miejscowości jest wymagana|*38-500||*||*Kochanowskiego||*19||*11||*||*||*|
A1311826|Nazwa miejscowości jest wymagana|*28-100||*||*os. Sikorskiego||*17||*28||*||*||*|
A1311827|Nazwa miejscowości jest wymagana|*31-223||*||*Pachońskiego||*16||*32||*||*||*|
A1311832|Nazwa miejscowości jest wymagana|*33-140||*||*Rolnicza||*50||*||*MAŁOPOLSKIE||*||*|
A1311835|Nazwa miejscowości jest wymagana|*97-400||*||*os. Okrzei||*2||*181||*ŁÓDZKIE||*||*|
A1311837|Nazwa miejscowości jest wymagana|*34-650||*||*||*448||*5||*MAŁOPOLSKIE||*||*|
A1311840|Nazwa miejscowości jest wymagana|*27-200||*||*Majówka||*16 A||*15||*||*||*|
A1311842|Nazwa miejscowości jest wymagana|*32-800||*||*os. Jagiełły||*8||*56||*||*||*|
A1311844|Nazwa miejscowości jest wymagana|*34-400||*||*os. Na Skarpie||*5||*18||*||*||*|
A1311866|Nazwa miejscowości jest wymagana|*43-400||*||*Piękna||*10||*||*ŚLĄSKIE||*||*|
A1311871|Nazwa miejscowości jest wymagana|*38-400||*||*Jeleniówka||*22||*||*||*||*|
A1311874|Nazwa miejscowości jest wymagana|*43-600||*||*Marmurowa||*3||*6||*||*||*|
A1311876|Nazwa miejscowości jest wymagana|*41-219||*||*Koszalińska||*36||*13||*||*||*|
A1311880|Nazwa miejscowości jest wymagana|*31-869||*||*II Pułku Lotniczego||*26||*97||*||*||*|
A1311883|Nazwa miejscowości jest wymagana|*26-600||*||*Kusocińskiego||*6||*7||*MAZOWIECKIE||*||*|
A1311886|Nazwa miejscowości jest wymagana|*32-440||*||*Kowalska||*116||*||*||*||*|
A1311890|Nazwa miejscowości jest wymagana|*32-650||*||*Opolskiego||*10||*||*||*||*|
A1311894|Nazwa miejscowości jest wymagana|*39-300||*||*Książnice||*39||*||*||*||*|
A1311898|Nazwa miejscowości jest wymagana|*23-400||*||*Kochanowskiego||*8 a||*||*LUBELSKIE||*||*|
A1311899|Nazwa miejscowości jest wymagana|*26-600||*||*Sowińskiego||*7||*4||*MAZOWIECKIE||*||*|
A1311902|Nazwa miejscowości jest wymagana|*16-400||*||*Kowalskiego||*13||*40||*PODLASKIE||*||*|
A1311905|Nazwa miejscowości jest wymagana|*27-600||*||*Mickiewicza||*19||*18||*||*||*|
A1311906|Nazwa miejscowości jest wymagana|*43-608||*||*Ks. Sulińskiego||*8||*1||*||*||*|
A1311907|Nazwa miejscowości jest wymagana|*43-609||*||*Leśna||*84||*7||*||*||*|
A1311908|Nazwa miejscowości jest wymagana|*33-100||*||*Wilsona||*35||*1||*||*||*|
A1311909|Nazwa miejscowości jest wymagana|*44-335||*||*Przybosia||*21||*||*||*||*|
A1311910|Nazwa miejscowości jest wymagana|*38-500||*||*Dembowskiego||*5||*6||*||*||*|
A1311926|Nazwa miejscowości jest wymagana|*36-206||*||*||*232||*||*PODKARPACKIE||*||*|
A1311929|Nazwa miejscowości jest wymagana|*39-460||*||*Nizańska||*87||*||*PODKARPACKIE||*||*|
A1311932|Nazwa miejscowości jest wymagana|*34-650||*||*||*85||*||*MAŁOPOLSKIE||*||*|
A1311936|Nazwa miejscowości jest wymagana|*34-400||*||*Wojska Polskiego||*8||*84||*||*||*|
A1311939|Nazwa miejscowości jest wymagana|*33-300||*||*Barska||*10||*30||*||*||*|
A1311942|Nazwa miejscowości jest wymagana|*32-070||*||*||*108||*||*MAŁOPOLSKIE||*||*|
A1311946|Nazwa miejscowości jest wymagana|*37-500||*||*3-Maja||*8||*26||*PODKARPACKIE||*||*|
A1311949|Nazwa miejscowości jest wymagana|*27-552||*||*||*25||*||*ŚWIĘTOKRZYSKIE||*||*|
A1311952|Nazwa miejscowości jest wymagana|*37-500||*||*os. Puławskiego||*5||*59||*PODKARPACKIE||*||*|
A1311955|Nazwa miejscowości jest wymagana|*38-230||*||*||*247||*||*PODKARPACKIE||*||*|
A1311981|Nazwa miejscowości jest wymagana|*32-440||*||*Partyzantów||*416||*||*MAŁOPOLSKIE||*||*|
A1311984|Nazwa miejscowości jest wymagana|*16-060||*||*||*13||*||*PODLASKIE||*||*|
A1311987|Nazwa miejscowości jest wymagana|*39-451||*||*Zachodnia||*162||*||*PODKARPACKIE||*||*|
A1311989|Nazwa miejscowości jest wymagana|*32-412||*||*||*86||*||*MAŁOPOLSKIE||*||*|
A1311991|Nazwa miejscowości jest wymagana|*31-979||*||*Jeżynowa||*11||*||*||*||*|
A1311993|Nazwa miejscowości jest wymagana|*30-693||*||*Łużycka||*111||*||*||*||*|
A1312002|Nazwa miejscowości jest wymagana|*37-450||*||*Okulickiego||*46||*15||*||*||*|
A1312003|Nazwa miejscowości jest wymagana|*38-300||*||*Kościuszki||*26 A||*35||*||*||*|
A1312004|Nazwa miejscowości jest wymagana|*31-979||*||*Bardosa||*23 B||*||*||*||*|
A1312006|Nazwa miejscowości jest wymagana|*38-500||*||*Zielona||*41||*5||*||*||*|
A1312012|Nazwa miejscowości jest wymagana|*31-048||*||*św. Gertrudy||*12||*30||*||*||*|
A1312016|Nazwa miejscowości jest wymagana|*43-600||*||*Chłopickiego||*43||*||*||*||*|
A1312021|Nazwa miejscowości jest wymagana|*27-440||*||*Zielona||*6||*||*ŚWIĘTOKRZYSKIE||*||*|
A1312023|Nazwa miejscowości jest wymagana|*31-138||*||*Lenartowicza||*13||*9||*||*||*|
A1312025|Nazwa miejscowości jest wymagana|*43-100||*||*Rodakowskiego||*55||*59||*||*||*|
A1312034|Nazwa miejscowości jest wymagana|*28-300||*||*Barbary||*17||*||*ŚWIĘTOKRZYSKIE||*||*|
A1312035|Nazwa miejscowości jest wymagana|*37-600||*||*Jana III Sobieskiego||*5||*1||*PODKARPACKIE||*||*|
A1312036|Nazwa miejscowości jest wymagana|*32-300||*||*Kolorowa||*6||*||*||*||*|
A1312038|Nazwa miejscowości jest wymagana|*32-600||*||*Orłowski||*4||*6||*||*||*|
A1312039|Nazwa miejscowości jest wymagana|*26-300||*||*M. C. Skłodowskiej||*14||*65||*ŁÓDZKIE||*||*|
A1312040|Nazwa miejscowości jest wymagana|*32-234||*||*Kuźnicy Kołłatajowskiej||*4||*27||*||*||*|
A1312041|Nazwa miejscowości jest wymagana|*31-962||*||*os. Krakowiaków||*16||*5||*||*||*|
A1312042|Nazwa miejscowości jest wymagana|*31-640||*||*os. Mistrzejowice||*14||*58||*||*||*|
A1312044|Nazwa miejscowości jest wymagana|*34-315||*||*||*227||*||*ŚLĄSKIE||*||*|
A1312047|Nazwa miejscowości jest wymagana|*30-418||*||*Zakopiańska||*91 b||*13||*||*||*|
A1312049|Nazwa miejscowości jest wymagana|*32-590||*||*Konopnickiej||*27||*||*||*||*|
A1312055|Nazwa miejscowości jest wymagana|*31-457||*||*Fiołkowa||*17||*16||*||*||*|
A1312066|Nazwa miejscowości jest wymagana|*34-120||*||*Bielska||*6||*||*MAŁOPOLSKIE||*||*|
A1312067|Nazwa miejscowości jest wymagana|*26-260||*||*||*40||*||*ŚLĄSKIE||*||*|
A1312070|Nazwa miejscowości jest wymagana|*39-400||*||*Sikorskiego||*15||*33||*||*||*|
A1312071|Nazwa miejscowości jest wymagana|*38-400||*||*Lelewela||*6||*20||*||*||*|
A1312072|Nazwa miejscowości jest wymagana|*31-916||*||*os. Ogrodowe||*11||*11||*||*||*|
A1312074|Nazwa miejscowości jest wymagana|*26-600||*||*Kilińskiego||*13||*90||*MAZOWIECKIE||*||*|
A1312075|Nazwa miejscowości jest wymagana|*39-200||*||*||*54||*||*PODKARPACKIE||*||*|
A1312076|Nazwa miejscowości jest wymagana|*38-500||*||*Heweliusza||*1||*65||*||*||*|
A1312077|Nazwa miejscowości jest wymagana|*32-020||*||*Osiedlowa||*32||*||*||*||*|
A1312079|Nazwa miejscowości jest wymagana|*30-657||*||*Gromady Grudziąż||*19||*24||*||*||*|
A1312081|Nazwa miejscowości jest wymagana|*31-863||*||*Jutrzenka||*32||*1||*||*||*|
A1312112|Nazwa miejscowości jest wymagana|*67-200||*||*Łokietka||*7||*6||*DOLNOŚLĄSKIE||*||*|
A1312114|Nazwa miejscowości jest wymagana|*34-642||*||*||*98||*||*||*||*|
A1312115|Nazwa miejscowości jest wymagana|*34-484||*||*||*48 A||*||*||*||*|
A1312116|Nazwa miejscowości jest wymagana|*31-985||*||*Plastusia||*3||*||*||*||*|
A1312118|Nazwa miejscowości jest wymagana|*28-200||*||*Sikorskiego||*10||*||*||*||*|
A1312120|Nazwa miejscowości jest wymagana|*32-013||*||*||*52||*||*MAŁOPOLSKIE||*||*|
A1312122|Nazwa miejscowości jest wymagana|*34-600||*||*||*416||*||*MAŁOPOLSKIE||*||*|
A1312124|Nazwa miejscowości jest wymagana|*43-607||*||*Astrów||*2||*||*||*||*|
A1284808|Nazwa miejscowości jest wymagana|*32-820||*||*Rynek||*22||*13||*||*||*|
A1312127|Nazwa miejscowości jest wymagana|*32-438||*||*||*75||*||*MAŁOPOLSKIE||*||*|
A1312128|Nazwa miejscowości jest wymagana|*28-232||*||*||*5||*||*ŚWIĘTOKRZYSKIE||*||*|
A1312131|Nazwa miejscowości jest wymagana|*35-322||*||*||*116 A||*||*PODKARPACKIE||*||*|
A1312132|Nazwa miejscowości jest wymagana|*32-400||*||*||*268||*||*||*||*|
A1312134|Nazwa miejscowości jest wymagana|*33-100||*||*Okrężna||*49||*||*||*||*|
A1312135|Nazwa miejscowości jest wymagana|*32-065||*||*Targowa||*13||*11||*||*||*|
A1312183|Nazwa miejscowości jest wymagana|*37-450||*||*al. Jana Pawła II||*16||*46||*||*||*|
A1312187|Nazwa miejscowości jest wymagana|*37-611||*||*os. Nowe Sioło||*5||*17||*PODKARPACKIE||*||*|
A1311255|Nazwa miejscowości jest wymagana|*34-650||*||*||*271||*||*MAŁOPOLSKIE||*||*|
A1311256|Nazwa miejscowości jest wymagana|*97-330||*||*Brzozowa||*10||*||*||*||*|
A1311257|Nazwa miejscowości jest wymagana|*43-600||*||*Św. Wojciecha||*73 A||*||*ŚLĄSKIE||*||*|
A1311258|Nazwa miejscowości jest wymagana|*43-300||*||*Bardowskiego||*12||*16||*ŚLĄSKIE||*||*|
A1311259|Nazwa miejscowości jest wymagana|*38-500||*||*Sobieskiego||*20||*2||*||*||*|
A1311260|Nazwa miejscowości jest wymagana|*31-519||*||*B. Chrobrego||*14||*2||*||*||*|
A1311261|Nazwa miejscowości jest wymagana|*32-500||*||*maj.Grzybowskiego||*24||*3||*||*||*|
A1311262|Nazwa miejscowości jest wymagana|*41-215||*||*Poniatowskiego||*22||*||*||*||*|
A1311263|Nazwa miejscowości jest wymagana|*37-450||*||*al. J.Pawła II||*20||*7||*||*||*|
A1311266|Nazwa miejscowości jest wymagana|*28-100||*||*||*||*||*||*||*|
A1311271|Nazwa miejscowości jest wymagana|*26-600||*||*londyńska||*40||*1||*||*||*|
A1311279|Nazwa miejscowości jest wymagana|*40-749||*||*Bielska||*9 A||*7||*||*||*|
A1311280|Nazwa miejscowości jest wymagana|*21-010||*||*Szkolna||*2||*56||*LUBELSKIE||*||*|
A1311281|Nazwa miejscowości jest wymagana|*41-409||*||*Akacjowa||*10||*||*||*||*|
A1311283|Nazwa miejscowości jest wymagana|*37-100||*||*os. Gen. Maczka||*1||*56||*||*||*|
A1311285|Nazwa miejscowości jest wymagana|*31-946||*||*os. Teatralne||*22||*9||*||*||*|
A1311287|Nazwa miejscowości jest wymagana|*39-400||*||*Zwierzyniecka||*2||*30||*||*||*|
A1311289|Nazwa miejscowości jest wymagana|*33-300||*||*Partyzantów||*4||*15||*||*||*|
A1311291|Nazwa miejscowości jest wymagana|*57-402||*||*Wojska Polskiego||*17 VI||*8||*DOLNOŚLĄSKIE||*||*|
A1311300|Nazwa miejscowości jest wymagana|*39-432||*||*Piłsudskiego||*21||*||*PODKARPACKIE||*||*|
A1311301|Nazwa miejscowości jest wymagana|*39-431||*||*||*283||*||*PODKARPACKIE||*||*|
A1311302|Nazwa miejscowości jest wymagana|*30-653||*||*Walerego Sławka||*16||*30||*||*||*|
A1311303|Nazwa miejscowości jest wymagana|*30-212||*||*Królowej Jadwigi||*139a||*||*||*||*|
A1311304|Nazwa miejscowości jest wymagana|*35-508||*||*Starzyńskiego||*2||*119||*||*||*|
A1311305|Nazwa miejscowości jest wymagana|*31-279||*||*Łokietka||*57||*26||*||*||*|
A1311307|Nazwa miejscowości jest wymagana|*38-420||*||*Armii Krajowej||*17||*||*PODKARPACKIE||*||*|
A1311309|Nazwa miejscowości jest wymagana|*28-100||*||*Sikorskiego||*23||*25||*||*||*|
A1311313|Nazwa miejscowości jest wymagana|*37-450||*||*al. Jana Pawła II||*2||*51||*PODKARPACKIE||*||*|
A1311315|Nazwa miejscowości jest wymagana|*31-223||*||*Pachońskiego||*32 B||*19||*||*||*|
A1293140|Nazwa miejscowości jest wymagana|*27-400||*||*os. Stawki||*49||*20||*||*||*|
A1311317|Nazwa miejscowości jest wymagana|*30-052||*||*Lea||*34||*13||*||*||*|
A1311318|Nazwa miejscowości jest wymagana|*39-300||*||*Sekowskiego||*6a||*10||*||*||*|
A1311319|Nazwa miejscowości jest wymagana|*39-200||*||*Tuwima||*7||*53||*||*||*|
A1311320|Nazwa miejscowości jest wymagana|*26-340||*||*||*9||*||*ŁÓDZKIE||*||*|
A1311321|Nazwa miejscowości jest wymagana|*31-469||*||*Młyńska||*2||*58||*||*||*|
A1311322|Nazwa miejscowości jest wymagana|*31-411||*||*Nadrzeczna||*5||*5||*||*||*|
A1311323|Nazwa miejscowości jest wymagana|*32-410||*||*os. Jagiellońskie||*3||*7||*||*||*|
A1311324|Nazwa miejscowości jest wymagana|*34-400||*||*Wincentego Witosa||*16||*4||*||*||*|
A1311326|Nazwa miejscowości jest wymagana|*37-450||*||*Poniatowskiego||*35||*106||*||*||*|
A1311327|Nazwa miejscowości jest wymagana|*31-318||*||*Jaremy||*13||*15||*||*||*|
A1311328|Nazwa miejscowości jest wymagana|*32-065||*||*Targowa||*25||*12||*||*||*|
A1311331|Nazwa miejscowości jest wymagana|*27-580||*||*||*56||*||*ŚWIĘTOKRZYSKIE||*||*|
A1311332|Nazwa miejscowości jest wymagana|*39-400||*||*Bema||*168||*||*||*||*|
A1311333|Nazwa miejscowości jest wymagana|*39-432||*||*||*177||*||*PODKARPACKIE||*||*|
A1311334|Nazwa miejscowości jest wymagana|*28-200||*||*Langiewicza||*15||*8||*||*||*|
A1311335|Nazwa miejscowości jest wymagana|*34-120||*||*Krakowska||*124||*||*||*||*|
A1311336|Nazwa miejscowości jest wymagana|*32-112||*||*||*248||*||*MAŁOPOLSKIE||*||*|
A1311337|Nazwa miejscowości jest wymagana|*30-412||*||*Zbrojarzy||*75B||*||*||*||*|
A1311338|Nazwa miejscowości jest wymagana|*38-500||*||*Traugutta||*18||*11||*||*||*|
A1311340|Nazwa miejscowości jest wymagana|*35-332||*||*przyjazna||*11||*||*||*||*|
A1311342|Nazwa miejscowości jest wymagana|*42-450||*||*Stara Cementownia||*10||*11||*ŚLĄSKIE||*||*|
A1311345|Nazwa miejscowości jest wymagana|*59-147||*||*Pocztowa||*43 A||*||*DOLNOŚLĄSKIE||*||*|
A1311346|Nazwa miejscowości jest wymagana|*30-830||*||*Ściegiennego||*57||*65||*||*||*|
A1311348|Nazwa miejscowości jest wymagana|*39-400||*||*Wyspiańskiego||*6||*90||*||*||*|
A1311349|Nazwa miejscowości jest wymagana|*37-406||*||*kopernika||*25a||*||*||*||*|
A1311350|Nazwa miejscowości jest wymagana|*30-238||*||*Kasztanowa||*76 b||*||*||*||*|
A1311353|Nazwa miejscowości jest wymagana|*38-422||*||*||*157||*||*PODKARPACKIE||*||*|
A1311359|Nazwa miejscowości jest wymagana|*30-530||*||*Galla||*8||*9||*||*||*|
A1311360|Nazwa miejscowości jest wymagana|*16-400||*||*Gdańska||*10||*||*PODLASKIE||*||*|
A1311363|Nazwa miejscowości jest wymagana|*31-422||*||*Powstańców||*34||*27||*||*||*|
A1311364|Nazwa miejscowości jest wymagana|*43-300||*||*||*||*||*||*||*|
A1311365|Nazwa miejscowości jest wymagana|*31-936||*||*os. Handlowe||*9||*26||*||*||*|
A1311366|Nazwa miejscowości jest wymagana|*32-300||*||*Kocjana||*8||*||*||*||*|
A1311368|Nazwa miejscowości jest wymagana|*34-650||*||*||*||*||*||*||*|
A1311369|Nazwa miejscowości jest wymagana|*43-300||*||*Michałowicza||*26||*2||*||*||*|
A1311371|Nazwa miejscowości jest wymagana|*39-400||*||*Zwierzyniecka||*2||*2||*||*||*|
A1311372|Nazwa miejscowości jest wymagana|*32-050||*||*||*||*||*||*||*|
A1311373|Nazwa miejscowości jest wymagana|*32-700||*||*||*78||*||*||*||*|
A1311374|Nazwa miejscowości jest wymagana|*38-540||*||*Gubrynowicza||*36||*||*PODKARPACKIE||*||*|
A1311376|Nazwa miejscowości jest wymagana|*41-412||*||*Bernarda Wały||*2||*19||*||*||*|
A1311377|Nazwa miejscowości jest wymagana|*31-056||*||*Józefa||*15||*4||*||*||*|
A1311378|Nazwa miejscowości jest wymagana|*27-400||*||*Garncarska||*39||*||*||*||*|
A1311379|Nazwa miejscowości jest wymagana|*37-611||*||*os. Armii Krajowej||*3||*21||*PODKARPACKIE||*||*|
A1311381|Nazwa miejscowości jest wymagana|*33-380||*||*||*||*||*||*||*|
A1311383|Nazwa miejscowości jest wymagana|*30-684||*||*Okólna||*8||*66||*||*||*|
A1311385|Nazwa miejscowości jest wymagana|*32-566||*||*Grojec||*308||*||*||*||*|
A1311387|Nazwa miejscowości jest wymagana|*34-600||*||*Paderewskiego||*17||*||*||*||*|
A1311391|Nazwa miejscowości jest wymagana|*32-300||*||*||*||*||*||*||*|
A1311393|Nazwa miejscowości jest wymagana|*24-313||*||*||*22||*||*LUBELSKIE||*||*|
A1311394|Nazwa miejscowości jest wymagana|*31-532||*||*||*||*||*||*||*|
A1311396|Nazwa miejscowości jest wymagana|*32-700||*||*||*||*||*||*||*|
A1311397|Nazwa miejscowości jest wymagana|*27-620||*||*||*25||*||*ŚWIĘTOKRZYSKIE||*||*|
A1311399|Nazwa miejscowości jest wymagana|*41-200||*||*||*||*||*||*||*|
A1311400|Nazwa miejscowości jest wymagana|*33-240||*||*Dąbrowskiego||*78||*||*MAŁOPOLSKIE||*||*|
A1311402|Nazwa miejscowości jest wymagana|*33-100||*||*||*||*||*||*||*|
A1311404|Nazwa miejscowości jest wymagana|*31-271||*||*Krowoderskich Zuchów||*19||*56||*||*||*|
A1312190|Nazwa miejscowości jest wymagana|*30-660||*||*Trybuny Ludów||*46||*4||*||*||*|
A1312192|Nazwa miejscowości jest wymagana|*34-400||*||*Wojska Polskiego||*1||*41||*||*||*|
A1312193|Nazwa miejscowości jest wymagana|*28-500||*||*Głowackiego||*72||*||*ŚWIĘTOKRZYSKIE||*||*|
A1312195|Nazwa miejscowości jest wymagana|*34-650||*||*||*483||*||*||*||*|
A1312196|Nazwa miejscowości jest wymagana|*37-450||*||*Popiełuszki||*6||*69||*||*||*|
A1312198|Nazwa miejscowości jest wymagana|*35-118||*||*Solarza||*2||*77||*||*||*|
A1312200|Nazwa miejscowości jest wymagana|*16-300||*||*Osiedlowa||*7||*54||*PODLASKIE||*||*|
A1312202|Nazwa miejscowości jest wymagana|*38-411||*||*Stefana Batorego||*15||*59||*||*||*|
A1312203|Nazwa miejscowości jest wymagana|*42-470||*||*Kielecka||*96||*||*ŚLĄSKIE||*||*|
A1312205|Nazwa miejscowości jest wymagana|*34-122||*||*||*163||*||*MAŁOPOLSKIE||*||*|
A1312207|Nazwa miejscowości jest wymagana|*36-110||*||*Mickiewicza||*3||*||*PODKARPACKIE||*||*|
A1312210|Nazwa miejscowości jest wymagana|*44-251||*||*Sztolniowa||*26 C||*10||*||*||*|
A1291476|Nazwa miejscowości jest wymagana|*32-590||*||*CZYSTA||*5||*||*||*||*|
A1312264|Nazwa miejscowości jest wymagana|*30-686||*||*Podedworze||*2||*58||*||*||*|
A1312267|Nazwa miejscowości jest wymagana|*26-600||*||*Hallera||*1||*24||*MAZOWIECKIE||*||*|
A1312270|Nazwa miejscowości jest wymagana|*38-423||*||*||*219||*||*PODKARPACKIE||*||*|
A1312274|Nazwa miejscowości jest wymagana|*40-622||*||*Odrodzenia||*12 B||*||*||*||*|
A1312279|Nazwa miejscowości jest wymagana|*31-426||*||*Pilotów||*23||*1||*||*||*|
A1312287|Nazwa miejscowości jest wymagana|*33-300||*||*Armii Krajowej||*4||*9||*||*||*|
A1312290|Nazwa miejscowości jest wymagana|*27-200||*||*9-go Maja||*14||*33||*ŚWIĘTOKRZYSKIE||*||*|
A1312298|Nazwa miejscowości jest wymagana|*38-400||*||*Stefana Batorego||*11||*||*||*||*|
A1312302|Nazwa miejscowości jest wymagana|*32-602||*||*Dąbrowska||*52||*12||*||*||*|
A1312304|Nazwa miejscowości jest wymagana|*33-300||*||*Grottgera||*21||*||*||*||*|
A1312313|Nazwa miejscowości jest wymagana|*20-866||*||*Koncertowa||*19||*45||*||*||*|
A1312316|Nazwa miejscowości jest wymagana|*16-400||*||*Kowalskiego||*7||*24||*PODLASKIE||*||*|
A1312321|Nazwa miejscowości jest wymagana|*31-309||*||*Ehrenberga||*30||*2||*||*||*|
A1312326|Nazwa miejscowości jest wymagana|*39-200||*||*Sikorskiego||*3||*26||*||*||*|
A1312331|Nazwa miejscowości jest wymagana|*27-552||*||*||*25||*||*ŚWIĘTOKRZYSKIE||*||*|
A1312335|Nazwa miejscowości jest wymagana|*28-400||*||*Sikorskiego||*8||*27||*ŚWIĘTOKRZYSKIE||*||*|
A1312338|Nazwa miejscowości jest wymagana|*26-930||*||*Kochanowskiego||*223||*||*||*||*|
A1312342|Nazwa miejscowości jest wymagana|*38-422||*||*Rzeszowska||*66||*||*PODKARPACKIE||*||*|
A1312347|Nazwa miejscowości jest wymagana|*28-300||*||*B. Krzywoustego||*9||*15||*||*||*|
A1312351|Nazwa miejscowości jest wymagana|*34-460||*||*Skotnicka||*28||*||*MAŁOPOLSKIE||*||*|
A1312355|Nazwa miejscowości jest wymagana|*31-069||*||*Smocza||*8||*9||*||*||*|
A1312358|Nazwa miejscowości jest wymagana|*38-100||*||*||*573||*||*PODKARPACKIE||*||*|
A1312361|Nazwa miejscowości jest wymagana|*39-460||*||*Niżańska||*87||*||*PODKARPACKIE||*||*|
A1312364|Nazwa miejscowości jest wymagana|*36-110||*||*Narutowicza||*18||*||*PODKARPACKIE||*||*|
A1312367|Nazwa miejscowości jest wymagana|*28-131||*||*||*156||*||*ŚWIĘTOKRZYSKIE||*||*|
A1312369|Nazwa miejscowości jest wymagana|*28-400||*||*Wincentego Witosa||*14||*10||*ŚWIĘTOKRZYSKIE||*||*|
A1312372|Nazwa miejscowości jest wymagana|*33-100||*||*Bitwy o Wał Pomorski||*6||*9||*||*||*|
A1312374|Nazwa miejscowości jest wymagana|*33-100||*||*Westerplatte||*17||*141||*||*||*|
A1312376|Nazwa miejscowości jest wymagana|*28-400||*||*Sikorskiego||*12||*22||*ŚWIĘTOKRZYSKIE||*||*|
A1312383|Nazwa miejscowości jest wymagana|*28-400||*||*Piastowska||*5||*6||*ŚWIĘTOKRZYSKIE||*||*|
A1312384|Nazwa miejscowości jest wymagana|*32-660||*||*Polna||*5||*||*MAŁOPOLSKIE||*||*|
A1312387|Nazwa miejscowości jest wymagana|*32-305||*||*Krasińskiego||*10||*7||*||*||*|
A1312388|Nazwa miejscowości jest wymagana|*38-100||*||*Zawale||*43||*56||*||*||*|
A1312389|Nazwa miejscowości jest wymagana|*38-122||*||*||*351||*||*PODKARPACKIE||*||*|
A1312393|Nazwa miejscowości jest wymagana|*32-329||*||*Starowiejska||*87||*||*MAŁOPOLSKIE||*||*|
A1312395|Nazwa miejscowości jest wymagana|*37-700||*||*Lwowska||*51||*||*||*||*|
A1312397|Nazwa miejscowości jest wymagana|*31-839||*||*os. Kazimierzowskie||*7||*76||*||*||*|
A1312399|Nazwa miejscowości jest wymagana|*31-141||*||*Krowoderska||*45||*6||*||*||*|
A1312403|Nazwa miejscowości jest wymagana|*32-800||*||*Zielna||*58||*||*MAŁOPOLSKIE||*||*|
A1312405|Nazwa miejscowości jest wymagana|*28-330||*||*||*11 A||*||*||*||*|
A1312408|Nazwa miejscowości jest wymagana|*28-300||*||*Okrzei||*41 D||*2||*||*||*|
A1312409|Nazwa miejscowości jest wymagana|*43-100||*||*Jaracza||*11||*1||*||*||*|
