STATUS;MIEJSCOWOŒÆ;ULICA;NUMERY;GMINA;POWIAT;WOJEWÓDZTWO;POPRZEDNIO;TERAZ
-;Lêbork;Strzelców Podhalañskich;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Syrokomli;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Szarych Szeregów;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Œl¹ska;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Targowa;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Tatrzañska;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Tczewska;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Techników;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Topolowa;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Toruñska;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Traugutta;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Warszawska;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Weterynaryjna;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Wicka Rogali;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Wielkopolska;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Wierzbowa;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Wita Stwosza;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Witkacego;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;W³adys³awa IV;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;W³adys³awa £okietka;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Wojska Polskiego;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Wróblewskiego;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Wyczó³kowskiego;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Wyspiañskiego;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Zawiszy Czarnego;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Zielona;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Zofii Witkowskiej;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Zwarowska;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;Zwyciêstwa;;Lêbork;lêborski;pomorskie;84-300;
-;Lêbork;¯eromskiego;;Lêbork;lêborski;pomorskie;84-300;
+;Lêbork;;;Lêbork;lêborski;pomorskie;;84-300
-;Lêbork (Rybki);;;Lêbork;lêborski;pomorskie;84-315;
+;Lgota;;;Trzebinia;chrzanowski;ma³opolskie;;32-543
-;Libertów;Bartnicka;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Gajowa £¹ka;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Góra Libertowska;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Gwiezdna;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Jab³oniowa;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Jana Paw³a II;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Korczynowa;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Leœny Stok;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Ligustrowa;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Magnoliowa;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Olszyñska;;Mogilany;krakowski;ma³opolskie;30-698;
-;Libertów;P³omienna;;Mogilany;krakowski;ma³opolskie;30-698;
-;Libertów;Pogórze;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Po³udniowa;;Mogilany;krakowski;ma³opolskie;30-698;
-;Libertów;Przydworska;;Mogilany;krakowski;ma³opolskie;30-698;
-;Libertów;Przylesie;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Rumiana;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;S³oneczna;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Spacerowiczów;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Sportowców;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Srebrna;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Szlachecka;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Œw. Brata Alberta;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Œw. Floriana;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Œwietlista;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Weso³a;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Widokowa;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Zagajnik;;Mogilany;krakowski;ma³opolskie;30-444;
-;Libertów;Zgodna;;Mogilany;krakowski;ma³opolskie;30-444;
+;Libertów;;;Mogilany;krakowski;ma³opolskie;;30-444
+;Lipina;;;Oleszyce;lubaczowski;podkarpackie;;37-630
-;Lipowa;;1-18a;Œliwice;tucholski;kujawsko-pomorskie;89-530;
+;Lipowa;;;Œliwice;tucholski;kujawsko-pomorskie;;89-530
-;Lipowa (Lipowa Tucholska);;1-DK;Œliwice;tucholski;kujawsko-pomorskie;83-243;
+;Lipowa (Lipowa Tucholska);;;Œliwice;tucholski;kujawsko-pomorskie;;89-530
-;Lipowa (Ró¿anek);;1-DK;Œliwice;tucholski;kujawsko-pomorskie;89-530;
+;Lipowa (Ró¿anek);;;Œliwice;tucholski;kujawsko-pomorskie;;89-530
-;Lipowa (Zielony Dó³);;28;Œliwice;tucholski;kujawsko-pomorskie;89-530;
+;Lipowa (Zielony Dó³);;;Œliwice;tucholski;kujawsko-pomorskie;;89-530
-;Lisów;Akacjowa;;Herby;lubliniecki;œl¹skie;72-714;
-;Lisów;Budowlanych;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Czêstochowska;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Dêbowa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Dworcowa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Górna;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Handlowa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Józefa Lompy;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Juliusza Ligonia;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Kardyna³a Stefana Wyszyñskiego;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Koszêciñska;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Krêta;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Krótka;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Kwiatowa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Leœna;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Orzechowa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Paprotna;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Paw³a Stalmacha;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Poprzeczna;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Przemys³owa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Sosnowa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Sportowa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Stawowa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Szkolna;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Œwierkowa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Wiejska;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Wincentego Witosa;;Herby;lubliniecki;œl¹skie;42-714;
-;Lisów;Wiœniowa;;Herby;lubliniecki;œl¹skie;42-714;
+;Lisów;;;Herby;lubliniecki;œl¹skie;;42-714
+;Lublin;Mi³orzêbowa;;Lublin;Lublin;lubelskie;;20-221
-;Lublin;Na Prze³êczy;;Lublin;Lublin;lubelskie;20-564;
#;Lublin;Plac Litewski;1-DK;Lublin;Lublin;lubelskie;20-208;20-080
#;Lublin;Plac Litewski;1-DK;Lublin;Lublin;lubelskie;20-080;20-208
-;Lublin;Szpitalna;;Lublin;Lublin;lubelskie;20-708;
+;£aziska Górne;Kopalniana;;£aziska Górne;miko³owski;œl¹skie;;43-173
+;£aziska Górne;Os. Tadeusza Koœciuszki;;£aziska Górne;miko³owski;œl¹skie;;43-173
-;£aziska Górne (£aziska Dolne);Kopalniana;;£aziska Górne;miko³owski;œl¹skie;43-173;
-;£omianki;1 Maja;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;11 Listopada;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;22 Wrzeœnia;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;3 Maja;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;9 Maja;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;adm. Krzysztofa Arciszewskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Adolfa Pilcha;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Agawy;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Akacjowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Aleja Lip;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Aleksandra Fredry;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Armii Krajowej;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Armii Poznañ;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Asfaltowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Baonu Zoœka;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Batalionów Ch³opskich;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Boczna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Boles³awa Chrobrego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Brukowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Brzozowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;D¹brówki;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Dêbowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;D³uga;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Dobra;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Dolna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Dzia³kowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Fabryczna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Ferrytowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Fio³ka;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Francuska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;gen. Alojzego Fryderyka Brühla;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;gen. Miko³aja Bo³tucia;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;gen. Wojciecha Borzobohatego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Glinianki;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Gospodarcza;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Goœciñcowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Górna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Graniczna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Grzybowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;GwiaŸdzista;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Henryka Wieniawskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Irysa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Jana Kiepury;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Janusza Kusociñskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Jaœminowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Jednoœci Robotniczej;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Jeziorna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Jod³owa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Józefa Poniatowskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Józefa Przy³uskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Kaktusowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Kalinowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Kamienista;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Kampinoska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Kasztanowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Kmicica;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Kolejowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Konwaliowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Kosynierów;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Krokusa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Krótka;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Krzysztofa Kamila Baczyñskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Krzywa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;ks. Hugona Ko³³¹taja;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Ksiêcia Henryka Pobo¿nego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Kwiatowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Lalkowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Leœna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Leœnych Dêbów;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Ludowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Lwowska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;£¹kowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;£y¿wiarska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Macieja Rataja;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Maciejowicka;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Magnolii;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Majowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Malarska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Marcina Kasprzaka;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Mieszka I;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Miko³aja Reja;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Mi³osna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;M³ociñska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Modrzewiowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Narciarska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Normatywna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Nowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Okrê¿na;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Oleñki;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Olszynowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Orzechowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Osiedlowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Osikowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Palmowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Pancerz;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Parkingowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Parkowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Partyzantów;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Paw³owska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Piaskowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Pionierów;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Podbipiêty;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Podleœna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Polna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Poprzeczna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Powstañców Kampinosu;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Powstañców Warszawy;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Prochowni;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;prof. Mieczys³awa Micha³owicza;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Prosta;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Prymasa Stefana Wyszyñskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Przebiœniega;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Przechodnia;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Przelotowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Prze³ajowa;1-DK;£omianki;warszawski zachodni;mazowieckie;05-062;
-;£omianki;Przeskok;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Przygodna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Rac³awicka;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Rajska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Rolnicza;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Romantyczna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Równa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Równoleg³a;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Rzemieœlnicza;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Sasanki;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Sezamkowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Sierakowska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Skrzetuskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;S³oneczna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Sosnowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Spacerowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Spokojna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Sportowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Stanis³awa Konarskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Stanis³awa Staszica;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Stara;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Starej Cegielni;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Staromiejska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Stary Tor;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Stefana Czarnieckiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Strumykowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Szczêœliwa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Szeroka;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Szkolna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Szpitalna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Œlepa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Œliska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Œwierkowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Tadeusza Koœciuszki;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;U³anów Jaz³owieckich;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Warszawska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;W¹ska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Weso³a;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Weteranów;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Wiejska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Wiosenna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Wiœlana;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Wjazdowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;W³oœciañska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Wojska Polskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Wo³odyjowskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Wólczyñska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Wyboista;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Wydmowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Zachodnia;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Zag³oby;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Zalotna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Zau³ek;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Zawilca;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;Zielona;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;¯wirowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki;¯ywiczna;;£omianki;warszawski zachodni;mazowieckie;05-092;
+;£omianki;;;£omianki;warszawski zachodni;mazowieckie;;05-092
-;£omianki (Buraków);11 Listopada;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Brukowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Elizy Orzeszkowej;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Gen. Alojzego Fryderyka Brühla;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Gen. Tadeusza Koœciuszki;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Hetm. Stefana Czarnieckiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Jana III Sobieskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Józefa Przy³uskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Kolejowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Ks. Józefa Poniatowskiego;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);£¹kowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Ma³a;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Olszynowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Parkowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Pastewna;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Przechodnia;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Przelotowa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Prze³ajowa;1-DK;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Staromiejska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Œlepa;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Warszawska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Wólczyñska;;£omianki;warszawski zachodni;mazowieckie;05-092;
-;£omianki (Buraków);Zau³ek;;£omianki;warszawski zachodni;mazowieckie;05-092;
+;£omianki (Buraków);;;£omianki;warszawski zachodni;mazowieckie;;05-092
+;£ódŸ (£ódŸ-Ba³uty);al. Al. Pierwszej Dywizji;;£ódŸ;£ódŸ;³ódzkie;;91-836
-;£ódŸ (£ódŸ-Ba³uty);Czarna;;£ódŸ;£ódŸ;³ódzkie;91-306;
-;£ódŸ (£ódŸ-Ba³uty);I Dywizji Al.;;£ódŸ;£ódŸ;³ódzkie;91-836;
+;£ódŸ (£ódŸ-Ba³uty);Urzêdnicza;40;£ódŸ;£ódŸ;³ódzkie;;91-306
-;£ódŸ (£ódŸ-Górna);Jerzego Zawieyskiego;;£ódŸ;£ódŸ;³ódzkie;93-636;
-;£ódŸ (£ódŸ-Górna);Oœwiêcimska;;£ódŸ;£ódŸ;³ódzkie;93-542;
-;£ódŸ (£ódŸ-Górna);Podwale;;£ódŸ;£ódŸ;³ódzkie;93-430;
-;£ódŸ (£ódŸ-Górna);Rycerska;;£ódŸ;£ódŸ;³ódzkie;93-368;
+;£ódŸ (£ódŸ-Górna);Rycerski Pl.;1-DK;£ódŸ;£ódŸ;³ódzkie;;93-368
+;£ódŸ (£ódŸ-Œródmieœcie);al. Zwi¹zku Harcerstwa Polskiego;;£ódŸ;£ódŸ;³ódzkie;;90-440
+;£ódŸ (£ódŸ-Œródmieœcie);Aleja Polskiego Czerwonego Krzy¿a;;£ódŸ;£ódŸ;³ódzkie;;90-456
-;£ódŸ (£ódŸ-Œródmieœcie);PCK Al.;;£ódŸ;£ódŸ;³ódzkie;90-456;
-;£ódŸ (£ódŸ-Œródmieœcie);ZHP Al.;;£ódŸ;£ódŸ;³ódzkie;90-440;
-;£ódŸ (£ódŸ-Widzew);Borsucza;;£ódŸ;£ódŸ;³ódzkie;92-327;
-;£ódŸ (£ódŸ-Widzew);NiedŸwiedzia;;£ódŸ;£ódŸ;³ódzkie;92-323;
-;£ódŸ (£ódŸ-Widzew);Piechoty Wybranieckiej;;£ódŸ;£ódŸ;³ódzkie;92-438;
+;£ódŸ (£ódŸ-Widzew);Rycerski Pl.;1-DK;£ódŸ;£ódŸ;³ódzkie;;92-441
-;£ódŸ (£ódŸ-Widzew);Rycerski Pl.;;£ódŸ;£ódŸ;³ódzkie;92-441;
